Index,Model,Network,ACC,Precision,Recall,F1,Specificity,AP,AUC,ACD990 N,ACD990 P
553,Torsion,"[64,32]",0.952919021,0.944710165,0.938897638,0.941525175,0.971128609,0.968275351,0.978421697,884,8
560,Torsion,"[16,8]",0.952919021,0.946162252,0.93728084,0.941275333,0.973228346,0.966463451,0.977427822,890,2
4,Avalon,"[256,16]",0.952542373,0.944772981,0.938230971,0.940941573,0.971128609,0.966897747,0.977214348,889,3
5,Avalon,"[256,128,64]",0.952542373,0.942088133,0.941060367,0.941422608,0.967454068,0.967500326,0.978372703,892,0
27,Avalon,"[32,4]",0.952542373,0.950940745,0.932167979,0.940243061,0.979002625,0.94724491,0.963700787,848,44
121,ErG,"[512,256]",0.952542373,0.947726936,0.934383629,0.940732225,0.976343418,0.963801072,0.973108402,887,5
133,ErG,"[64,32]",0.952542373,0.951345777,0.930770401,0.940296875,0.981081641,0.964966447,0.974222518,891,1
246,Layered,"[64,16]",0.952542373,0.941596341,0.941868766,0.941519554,0.966404199,0.964694997,0.979814523,892,0
301,Mordred,"[64,32]",0.952542373,0.946654001,0.935805774,0.940745486,0.974278215,0.965324592,0.980367454,890,2
341,Pharm2D-Gobbi,"[256,128,64]",0.952542373,0.943420229,0.942030862,0.941908874,0.96637519,0.970336775,0.978643404,884,8
376,Pharm2D-Pmapper,"[512,256,128]",0.952542373,0.942951808,0.940408119,0.941519409,0.968454206,0.963898244,0.974122998,891,1
545,Torsion,"[512,256,64]",0.952542373,0.938190708,0.947527559,0.942213323,0.959055118,0.969854798,0.979884514,888,4
119,ErG,"[256,64,32]",0.952165725,0.94727929,0.934112332,0.940185403,0.975818483,0.964241264,0.974147287,887,5
135,ErG,"[64,32,16]",0.952165725,0.944794395,0.936912746,0.940436195,0.972130128,0.962512144,0.973993258,883,9
229,Layered,"[256,128,64]",0.952165725,0.937936486,0.947265092,0.941819314,0.958530184,0.971452633,0.981847769,891,1
298,Mordred,"[128,64,32]",0.952165725,0.945738556,0.935543307,0.940326425,0.973753281,0.965978174,0.982005249,890,2
549,Torsion,"[128,16]",0.952165725,0.945065257,0.936755906,0.940456186,0.972178478,0.967083065,0.97768329,887,5
6,Avalon,"[256,128,32]",0.951789077,0.937488742,0.944981627,0.941069016,0.960629921,0.967625553,0.978432196,891,1
9,Avalon,"[512,256]",0.951789077,0.941248847,0.940131234,0.940467528,0.966929134,0.967311335,0.9784007,888,4
115,ErG,"[256,32]",0.951789077,0.945489797,0.935071293,0.939948251,0.973718746,0.965911888,0.975436185,892,0
120,ErG,"[256,64,16]",0.951789077,0.945529682,0.935853202,0.939968989,0.972668877,0.959156791,0.974020139,892,0
127,ErG,"[128,64]",0.951789077,0.947671151,0.932636576,0.939672756,0.976866971,0.966185395,0.976380576,887,5
252,Layered,"[16,8]",0.951789077,0.940607064,0.940939633,0.940539857,0.965879265,0.96537872,0.979013123,892,0
370,Pharm2D-Pmapper,"[256,128,32]",0.951789077,0.941092441,0.940676686,0.94066908,0.966359994,0.964445383,0.975491344,891,1
446,Pattern,"[32,16,8]",0.951789077,0.943674096,0.9378742,0.940416965,0.970044205,0.970575722,0.982770783,888,4
451,RDKit,"[256,32]",0.951789077,0.940478901,0.940939633,0.940542471,0.965879265,0.968628601,0.979317585,889,3
470,RDKit,"[64,16]",0.951789077,0.941282413,0.940131234,0.940408883,0.966929134,0.96753553,0.980034996,890,2
472,RDKit,"[32,16]",0.951789077,0.940802992,0.940939633,0.940587003,0.965879265,0.967703806,0.979784777,892,0
476,RDKit,"[16,8]",0.951789077,0.941552268,0.939322835,0.940368113,0.967979003,0.970053087,0.980523185,892,0
554,Torsion,"[64,16]",0.951789077,0.943982868,0.936897638,0.940037709,0.971128609,0.969066642,0.979303587,887,5
132,ErG,"[128,32,16]",0.951412429,0.944768765,0.934795581,0.939500825,0.973193811,0.961837449,0.97439812,890,2
241,Layered,"[128,16]",0.951412429,0.941861717,0.939060367,0.939858753,0.967454068,0.966322263,0.980297463,891,1
126,ErG,"[512,128,64]",0.951035782,0.947116335,0.931324356,0.938638389,0.976873878,0.957968776,0.969735272,891,1
138,ErG,"[32,16,8]",0.951035782,0.946017343,0.93249749,0.938711503,0.975290786,0.958610615,0.973484159,884,8
247,Layered,"[64,32,16]",0.951035782,0.939531159,0.940818898,0.939765648,0.964304462,0.963810348,0.979072616,892,0
453,RDKit,"[256,128,64]",0.951035782,0.943112121,0.935564304,0.939060322,0.971128609,0.966572898,0.977900262,877,15
460,RDKit,"[512,256,128]",0.951035782,0.940923186,0.9387979,0.939428776,0.966929134,0.964107793,0.977291339,884,8
131,ErG,"[128,64,16]",0.950659134,0.942616027,0.935466547,0.938710141,0.970562232,0.961580644,0.973147037,888,4
227,Layered,"[256,32]",0.950659134,0.938807744,0.939748031,0.939228044,0.964829396,0.962059588,0.979149606,890,2
467,RDKit,"[128,64,16]",0.950659134,0.939971642,0.939343832,0.939149295,0.965354331,0.965590828,0.978330709,892,0
475,RDKit,"[32,4]",0.950659134,0.94304647,0.937322835,0.938893652,0.967979003,0.960796687,0.975774278,886,6
559,Torsion,"[32,4]",0.950659134,0.943511509,0.934493438,0.938541584,0.971653543,0.963296626,0.976661417,884,8
13,Avalon,"[512,256,64]",0.950282486,0.936282075,0.942314961,0.939084646,0.960629921,0.965301022,0.977259843,890,2
17,Avalon,"[128,16]",0.950282486,0.938038926,0.940698163,0.938974298,0.962729659,0.965881843,0.976899388,892,0
114,ErG,"[256,64]",0.950282486,0.946581977,0.930402671,0.937763295,0.97634618,0.963389437,0.972995546,891,1
143,Estate,"[256,32]",0.950282486,0.941897991,0.935176208,0.938300629,0.970034535,0.958354146,0.973620888,886,6
146,Estate,"[256,128,32]",0.950282486,0.943139505,0.933582596,0.938112846,0.972145324,0.958241663,0.972978171,888,4
285,Mordred,"[256,128,64]",0.950282486,0.940647366,0.936251969,0.938346796,0.968503937,0.963276023,0.979261592,890,2
286,Mordred,"[256,128,32]",0.950282486,0.94131662,0.935847769,0.938356573,0.969028871,0.964137648,0.979772528,892,0
552,Torsion,"[128,32,16]",0.950282486,0.94304586,0.933826772,0.938061344,0.971653543,0.966084327,0.977298338,886,6
8,Avalon,"[256,64,16]",0.949905838,0.938438686,0.938414698,0.93824562,0.964829396,0.965456197,0.977179353,891,1
11,Avalon,"[512,64]",0.949905838,0.934765329,0.943669291,0.938892644,0.958005249,0.966911141,0.978474191,890,2
20,Avalon,"[128,32,16]",0.949905838,0.937318532,0.940435696,0.938552143,0.962204724,0.964887112,0.977165354,890,2
242,Layered,"[128,64,32]",0.949905838,0.93973073,0.9367979,0.937989474,0.966929134,0.968422256,0.981049869,891,1
244,Layered,"[128,32,16]",0.949905838,0.933906148,0.945286089,0.939036136,0.955905512,0.962894402,0.979741032,891,1
461,RDKit,"[512,256,64]",0.949905838,0.937487862,0.940435696,0.938610174,0.962204724,0.96640009,0.978502187,889,3
468,RDKit,"[128,32,16]",0.949905838,0.937701103,0.939627297,0.938485428,0.963254593,0.96490447,0.977588801,880,12
495,ScaffoldKeys,"[128,64,16]",0.949905838,0.937973922,0.939362969,0.938507299,0.96373256,0.958535218,0.975537648,890,2
550,Torsion,"[128,64,32]",0.949905838,0.93948258,0.938010499,0.938148863,0.965354331,0.967764117,0.978012248,887,5
555,Torsion,"[64,32,16]",0.949905838,0.941908526,0.934372703,0.937756779,0.97007874,0.967099253,0.978026247,891,1
19,Avalon,"[128,64,16]",0.94952919,0.938625453,0.938152231,0.937853844,0.964304462,0.965290238,0.97615748,892,0
142,Estate,"[256,64]",0.94952919,0.943982437,0.930636189,0.936811986,0.97424368,0.958729062,0.974632057,885,7
303,Mordred,"[64,32,16]",0.94952919,0.941053906,0.934514436,0.937348528,0.969028871,0.960794756,0.978145232,754,138
455,RDKit,"[256,64,32]",0.94952919,0.937858116,0.93855643,0.93784947,0.963779528,0.96500648,0.977284339,885,7
469,RDKit,"[64,32]",0.94952919,0.938891695,0.937343832,0.937649597,0.965354331,0.963171675,0.977312336,890,2
557,Torsion,"[32,8]",0.94952919,0.940866393,0.934918635,0.937311174,0.968503937,0.965971194,0.977186352,889,3
18,Avalon,"[128,64,32]",0.949152542,0.936564544,0.939910761,0.937609684,0.961154856,0.964891994,0.975853018,888,4
28,Avalon,"[16,8]",0.949152542,0.942131144,0.932230971,0.936482885,0.971128609,0.963512159,0.97511811,890,2
123,ErG,"[512,64]",0.949152542,0.940014921,0.934426469,0.937023252,0.968455588,0.963970359,0.974612238,888,4
230,Layered,"[256,128,32]",0.949152542,0.935968242,0.939506562,0.937535244,0.96167979,0.966874268,0.980108486,891,1
283,Mordred,"[256,32]",0.949152542,0.942503134,0.931018373,0.936413444,0.972703412,0.964961077,0.98087839,806,86
7,Avalon,"[256,64,32]",0.948775895,0.936352929,0.938031496,0.93704252,0.962729659,0.965608095,0.97776378,892,0
450,RDKit,"[256,64]",0.948775895,0.937550744,0.937627297,0.936925558,0.963254593,0.966673152,0.978736658,891,1
478,ScaffoldKeys,"[256,64]",0.948775895,0.936694379,0.937764134,0.937123631,0.963210388,0.960486329,0.977612902,885,7
484,ScaffoldKeys,"[256,64,16]",0.948775895,0.937549823,0.936562709,0.93690583,0.964781047,0.956940445,0.975360419,878,14
492,ScaffoldKeys,"[128,32]",0.948775895,0.93782635,0.936158239,0.936890605,0.96531427,0.962082345,0.977655374,887,5
556,Torsion,"[32,16]",0.948775895,0.940189511,0.933181102,0.936298205,0.969028871,0.96550485,0.977903762,892,0
158,Estate,"[128,64,32]",0.948399247,0.940493799,0.931477449,0.935819051,0.970566377,0.954887719,0.971525186,884,8
454,RDKit,"[256,128,32]",0.948399247,0.93559766,0.937769029,0.936480687,0.962204724,0.966598639,0.978810149,888,4
481,ScaffoldKeys,"[256,128,64]",0.948399247,0.937199424,0.93590322,0.936486633,0.964786573,0.961011059,0.976448649,880,12
3,Avalon,"[256,32]",0.948022599,0.932119409,0.941952756,0.936637217,0.955905512,0.963834492,0.977144357,887,5
137,ErG,"[32,8]",0.948022599,0.939396642,0.932430884,0.93553023,0.968455588,0.961800696,0.974316999,889,3
155,Estate,"[128,64]",0.948022599,0.939436178,0.931985568,0.935354323,0.968977759,0.955730533,0.972622387,885,7
228,Layered,"[256,16]",0.948022599,0.935223405,0.937506562,0.936095492,0.96167979,0.969541803,0.981650044,892,0
494,ScaffoldKeys,"[128,64,32]",0.948022599,0.936526864,0.935208682,0.935814874,0.96478381,0.959147696,0.975119798,879,13
136,ErG,"[32,16]",0.947645951,0.940765304,0.929733009,0.934738046,0.971077497,0.959973198,0.973893082,873,19
281,Mordred,"[256,128]",0.947645951,0.937447542,0.933606299,0.93518906,0.965879265,0.95807186,0.977291339,892,0
284,Mordred,"[256,16]",0.947645951,0.941112166,0.929564304,0.93465849,0.971128609,0.963877547,0.979895013,891,1
302,Mordred,"[64,16]",0.947645951,0.937704263,0.9327979,0.935100076,0.966929134,0.961023292,0.978523185,891,1
497,ScaffoldKeys,"[64,32]",0.947645951,0.939683122,0.930565284,0.934868181,0.970040061,0.95813779,0.974813218,883,9
140,ErG,"[16,8]",0.947269303,0.939078567,0.930282394,0.934377179,0.969509601,0.956076711,0.972445575,885,7
294,Mordred,"[512,128,64]",0.947269303,0.937315719,0.932939633,0.934722591,0.965879265,0.965717597,0.980762905,890,2
141,Estate,"[256,128]",0.946892655,0.93915413,0.929198283,0.93387206,0.970034535,0.957311993,0.973532231,885,7
157,Estate,"[128,16]",0.946892655,0.937165504,0.931600023,0.93418953,0.966882166,0.955378358,0.972186716,887,5
296,Mordred,"[128,32]",0.946892655,0.939198409,0.928635171,0.933549983,0.970603675,0.960039716,0.977452318,786,106
465,RDKit,"[128,16]",0.946892655,0.93722373,0.932677165,0.934148419,0.965354331,0.964297437,0.978141732,889,3
125,ErG,"[512,256,64]",0.946516008,0.937086096,0.930990481,0.933756276,0.966890454,0.961648673,0.972510503,887,5
129,ErG,"[128,16]",0.946516008,0.946472982,0.920962351,0.93213273,0.980026247,0.96222527,0.974013638,879,13
130,ErG,"[128,64,32]",0.946516008,0.940961472,0.926170031,0.933063507,0.973196574,0.957648316,0.970832368,888,4
148,Estate,"[256,64,16]",0.946516008,0.937262744,0.930116818,0.933444205,0.967933416,0.953678281,0.971805383,888,4
288,Mordred,"[256,64,16]",0.946516008,0.940531464,0.926755906,0.933031009,0.972178478,0.961739653,0.97927909,892,0
479,ScaffoldKeys,"[256,32]",0.946516008,0.933803411,0.934983491,0.934329857,0.961631441,0.95776672,0.976310042,881,11
487,ScaffoldKeys,"[512,64]",0.946516008,0.937536622,0.930152829,0.933644484,0.967934798,0.959565152,0.976693822,885,7
150,Estate,"[512,128]",0.94613936,0.941512574,0.924642947,0.932250911,0.974239536,0.956103026,0.973382584,885,7
151,Estate,"[512,64]",0.94613936,0.939389149,0.926673465,0.93271584,0.971616245,0.955515007,0.97343958,882,10
154,Estate,"[512,128,64]",0.94613936,0.941433919,0.925034863,0.932311816,0.973707694,0.95954264,0.974114795,883,9
300,Mordred,"[128,32,16]",0.94613936,0.940355101,0.925685039,0.93245004,0.972703412,0.960458728,0.977714786,883,9
483,ScaffoldKeys,"[256,64,32]",0.94613936,0.932523537,0.935523626,0.933972618,0.960053875,0.959364904,0.977054102,888,4
485,ScaffoldKeys,"[512,256]",0.94613936,0.93882618,0.927508354,0.932886423,0.970566377,0.957665048,0.976393533,883,9
407,Pharm3D-Gobbi,"[128,64]",0.945762712,0.939405496,0.925628398,0.932029292,0.972139798,0.955851875,0.971073392,882,10
452,RDKit,"[256,16]",0.945762712,0.931025165,0.937548556,0.933621977,0.956430446,0.965810647,0.977413823,889,3
471,RDKit,"[64,32,16]",0.945762712,0.934732887,0.933102362,0.933115143,0.962204724,0.964773846,0.978589676,891,1
491,ScaffoldKeys,"[128,64]",0.945762712,0.935489986,0.93043326,0.932828625,0.965837823,0.957859545,0.976079989,884,8
292,Mordred,"[512,256,128]",0.945386064,0.931573014,0.935669291,0.933050685,0.958005249,0.96455837,0.980930884,890,2
299,Mordred,"[128,64,16]",0.945386064,0.93870261,0.925564304,0.931591675,0.971128609,0.959219306,0.978607174,888,4
393,Pharm3D-Gobbi,"[256,128]",0.945386064,0.937885984,0.927364853,0.93192966,0.968990192,0.956783393,0.972402973,870,22
480,ScaffoldKeys,"[256,16]",0.945386064,0.932537808,0.933389342,0.93277712,0.961100981,0.960357543,0.976604965,883,9
254,MACCS,"[256,64]",0.945009416,0.935922998,0.927727034,0.931428521,0.967454068,0.957063917,0.973167104,889,3
304,Mordred,"[32,16]",0.945009416,0.9358604,0.927727034,0.931539644,0.967454068,0.95633145,0.9767979,891,1
462,RDKit,"[512,128,64]",0.945009416,0.930197476,0.936619423,0.932773882,0.955905512,0.967162628,0.978946632,885,7
493,ScaffoldKeys,"[128,16]",0.945009416,0.934160807,0.92991205,0.931962827,0.964786573,0.957229279,0.974836501,884,8
499,ScaffoldKeys,"[64,32,16]",0.945009416,0.934489047,0.929921571,0.932026204,0.964787954,0.952291506,0.973511023,884,8
145,Estate,"[256,128,64]",0.944632768,0.939405336,0.92238159,0.930314224,0.973725653,0.955992869,0.974372763,887,5
290,Mordred,"[512,128]",0.944632768,0.933299326,0.930293963,0.931549181,0.963254593,0.959265699,0.977889764,891,1
474,RDKit,"[32,16,8]",0.944632768,0.935282477,0.927464567,0.930977231,0.966929134,0.953394557,0.97720385,884,8
477,ScaffoldKeys,"[256,128]",0.944632768,0.934348388,0.928854429,0.931452696,0.965311507,0.957871004,0.976407307,885,7
496,ScaffoldKeys,"[128,32,16]",0.944256121,0.933907635,0.928179623,0.930887364,0.965312889,0.954994831,0.97197717,883,9
26,Avalon,"[32,16,8]",0.943879473,0.932857399,0.930173228,0.930677501,0.96167979,0.963082269,0.976174978,890,2
144,Estate,"[256,16]",0.943879473,0.932678896,0.928706513,0.930631546,0.963735323,0.953108236,0.9720165,887,5
482,ScaffoldKeys,"[256,128,32]",0.943879473,0.934306566,0.926279935,0.929799618,0.966882166,0.955219205,0.975214363,886,6
162,Estate,"[64,16]",0.943502825,0.933696204,0.926435603,0.929794625,0.965833679,0.954263434,0.970359012,883,9
237,Layered,"[512,256,64]",0.943502825,0.93112346,0.931527559,0.93048074,0.959055118,0.965296652,0.979093613,890,2
307,Mordred,"[32,4]",0.943502825,0.937624854,0.921826772,0.929066856,0.971653543,0.947418191,0.971770779,717,175
308,Mordred,"[16,8]",0.943502825,0.934346533,0.925868766,0.929713187,0.966404199,0.944766076,0.976195976,723,169
490,ScaffoldKeys,"[512,128,64]",0.943502825,0.936102887,0.923216634,0.929003667,0.970035917,0.95524506,0.974190365,883,9
160,Estate,"[128,32,16]",0.943126177,0.936929121,0.921748746,0.928633594,0.971091311,0.954746013,0.972148396,887,5
256,MACCS,"[256,16]",0.943126177,0.935153652,0.923989501,0.928822137,0.967979003,0.955421844,0.970923885,886,6
269,MACCS,"[128,16]",0.943126177,0.934339418,0.925606299,0.928960982,0.965879265,0.956056616,0.971889764,882,10
274,MACCS,"[64,16]",0.943126177,0.93536259,0.923181102,0.928571298,0.969028871,0.951944818,0.969636045,888,4
395,Pharm3D-Gobbi,"[256,32]",0.943126177,0.935200787,0.924199742,0.928937561,0.967940323,0.9550152,0.971091444,878,14
466,RDKit,"[128,64,32]",0.943126177,0.928288951,0.934498688,0.930598562,0.954330709,0.96745377,0.978677165,865,27
501,ScaffoldKeys,"[32,8]",0.943126177,0.934076388,0.925413722,0.929372213,0.966368283,0.953177705,0.972311315,875,17
152,Estate,"[512,256,128]",0.942749529,0.936709765,0.920689473,0.927973121,0.971621771,0.954797153,0.971940137,886,6
263,MACCS,"[512,64]",0.942749529,0.93098146,0.927769029,0.929059891,0.962204724,0.954793771,0.972992126,889,3
267,MACCS,"[128,64]",0.942749529,0.939838037,0.918068241,0.927365307,0.97480315,0.953217669,0.971144357,889,3
417,Pharm3D-Gobbi,"[32,8]",0.942749529,0.932154992,0.926741143,0.928993435,0.963733941,0.956190978,0.972307524,880,12
156,Estate,"[128,32]",0.942372881,0.93277587,0.924420977,0.92829937,0.965830916,0.954349213,0.971141371,888,4
163,Estate,"[64,32,16]",0.942372881,0.932862284,0.924445124,0.928399447,0.96583506,0.952158386,0.969644035,892,0
253,MACCS,"[256,128]",0.942372881,0.936072947,0.92103937,0.927409901,0.97007874,0.954817035,0.972390201,889,3
257,MACCS,"[256,128,64]",0.942372881,0.929826034,0.928314961,0.928775705,0.960629921,0.953021068,0.970115486,889,3
265,MACCS,"[512,256,64]",0.942372881,0.930594555,0.927506562,0.928544727,0.96167979,0.955493068,0.973146107,889,3
268,MACCS,"[128,32]",0.942372881,0.932108436,0.925081365,0.928120439,0.964829396,0.952076374,0.969821522,884,8
289,Mordred,"[512,256]",0.942372881,0.930610107,0.927102362,0.928671172,0.962204724,0.951414455,0.974148731,889,3
412,Pharm3D-Gobbi,"[128,32,16]",0.942372881,0.936802308,0.920827061,0.927431832,0.970563614,0.953078092,0.97022715,881,11
502,ScaffoldKeys,"[32,16,8]",0.942372881,0.933871515,0.922843643,0.927944149,0.967938942,0.948158556,0.968346588,877,15
161,Estate,"[64,32]",0.941996234,0.932699514,0.923374258,0.927770257,0.966359994,0.951211739,0.970286485,891,1
270,MACCS,"[128,64,32]",0.941996234,0.933920966,0.922393701,0.927450876,0.967454068,0.957656082,0.972526684,882,10
297,Mordred,"[128,16]",0.941996234,0.933268146,0.922393701,0.927502882,0.967454068,0.956966198,0.978218723,888,4
397,Pharm3D-Gobbi,"[256,128,64]",0.941996234,0.935968745,0.921404317,0.927308912,0.96899848,0.956516528,0.97215745,881,11
409,Pharm3D-Gobbi,"[128,16]",0.941996234,0.93270341,0.924188033,0.927844928,0.965303219,0.955853828,0.972463476,886,6
416,Pharm3D-Gobbi,"[32,16]",0.941996234,0.934498583,0.92138831,0.927351856,0.968992955,0.957221173,0.972615801,829,63
255,MACCS,"[256,32]",0.941619586,0.93040409,0.926577428,0.927541237,0.961154856,0.952919148,0.969933508,887,5
258,MACCS,"[256,128,32]",0.941619586,0.932176603,0.922939633,0.926912446,0.965879265,0.953476244,0.971812773,888,4
305,Mordred,"[32,8]",0.941619586,0.931860754,0.923343832,0.927291503,0.965354331,0.953019164,0.977723535,745,147
396,Pharm3D-Gobbi,"[256,16]",0.941619586,0.929324628,0.927143845,0.92804025,0.960574665,0.955241997,0.971133888,879,13
410,Pharm3D-Gobbi,"[128,64,32]",0.941619586,0.937519196,0.917105232,0.92630889,0.973715983,0.953630185,0.970381558,876,16
498,ScaffoldKeys,"[64,16]",0.941619586,0.929701451,0.925929594,0.927687319,0.962154994,0.956434982,0.974810209,886,6
147,Estate,"[256,64,32]",0.941242938,0.93250767,0.921225768,0.926561984,0.967414007,0.9553339,0.972651779,886,6
264,MACCS,"[512,256,128]",0.941242938,0.927430242,0.927931759,0.927536321,0.958530184,0.953827521,0.971228346,886,6
287,Mordred,"[256,64,32]",0.941242938,0.931920459,0.922272966,0.92664691,0.965879265,0.958769324,0.977511811,888,4
398,Pharm3D-Gobbi,"[256,128,32]",0.941242938,0.927390947,0.929288224,0.92777485,0.956898743,0.958588103,0.973548459,886,6
408,Pharm3D-Gobbi,"[128,32]",0.941242938,0.935459966,0.918447008,0.92593957,0.971092692,0.954240482,0.97069647,884,8
415,Pharm3D-Gobbi,"[64,32,16]",0.941242938,0.930096223,0.924463358,0.927190668,0.963204863,0.95493731,0.972991362,880,12
486,ScaffoldKeys,"[512,128]",0.941242938,0.92930257,0.925242504,0.927107165,0.962149468,0.956662682,0.974734453,885,7
12,Avalon,"[512,256,128]",0.94086629,0.923181184,0.935349081,0.928310326,0.948031496,0.964939509,0.975933508,889,3
153,Estate,"[512,256,64]",0.94086629,0.935357211,0.918171987,0.925679405,0.970569139,0.953616876,0.970906514,886,6
259,MACCS,"[256,64,32]",0.94086629,0.936205709,0.916351706,0.925171408,0.972703412,0.950027954,0.968068241,884,8
262,MACCS,"[512,128]",0.94086629,0.931660837,0.921606299,0.925895058,0.965879265,0.951666042,0.970874891,889,3
403,Pharm3D-Gobbi,"[512,64]",0.94086629,0.930899962,0.922620104,0.926252189,0.964781047,0.957166965,0.972399095,887,5
489,ScaffoldKeys,"[512,256,64]",0.94086629,0.935793774,0.916980773,0.925415048,0.972142561,0.956381522,0.973565929,883,9
261,MACCS,"[512,256]",0.940489642,0.931396708,0.920939633,0.925505625,0.965879265,0.952104046,0.970307962,887,5
159,Estate,"[128,64,16]",0.940112994,0.930124752,0.921652197,0.925466201,0.964249206,0.953588828,0.971984976,888,4
266,MACCS,"[512,128,64]",0.940112994,0.930698784,0.921485564,0.925058876,0.964304462,0.948008126,0.967469816,887,5
293,Mordred,"[512,256,64]",0.940112994,0.930430455,0.920677165,0.925240765,0.965354331,0.959768818,0.977242345,890,2
149,Estate,"[512,256]",0.939736347,0.935356943,0.914599339,0.924090262,0.972668877,0.956409291,0.972810739,879,13
413,Pharm3D-Gobbi,"[64,32]",0.939736347,0.929880198,0.920629625,0.924792713,0.964782429,0.954098023,0.972123815,873,19
414,Pharm3D-Gobbi,"[64,16]",0.939736347,0.928523896,0.922219242,0.925151785,0.96268131,0.954697638,0.971799961,879,13
419,Pharm3D-Gobbi,"[32,4]",0.939736347,0.933138548,0.917410385,0.924393643,0.968992955,0.950982114,0.970702432,880,12
260,MACCS,"[256,64,16]",0.939359699,0.927151516,0.923385827,0.924754307,0.960104987,0.952313733,0.970346457,887,5
404,Pharm3D-Gobbi,"[512,256,128]",0.939359699,0.933395134,0.916391117,0.923916443,0.969515126,0.95175609,0.969238949,888,4
500,ScaffoldKeys,"[32,16]",0.939359699,0.929630942,0.919971098,0.924395772,0.964781047,0.950901998,0.970302374,881,11
166,Estate,"[32,16,8]",0.938983051,0.930235278,0.918075825,0.923828961,0.966350325,0.949801601,0.969997705,887,5
167,Estate,"[32,4]",0.938983051,0.931485129,0.916861574,0.923549349,0.967930653,0.946611586,0.966265563,765,127
272,MACCS,"[128,32,16]",0.938983051,0.931688915,0.916251969,0.923263633,0.968503937,0.950585567,0.969317585,867,25
399,Pharm3D-Gobbi,"[256,64,32]",0.938983051,0.923167001,0.928110022,0.925109531,0.953209007,0.957638504,0.974130733,870,22
402,Pharm3D-Gobbi,"[512,128]",0.938983051,0.933060297,0.916091258,0.923472047,0.968986048,0.954769435,0.970203194,879,13
406,Pharm3D-Gobbi,"[512,128,64]",0.938983051,0.931096954,0.918919964,0.923930958,0.965310126,0.955006288,0.971228418,875,17
165,Estate,"[32,8]",0.938606403,0.930338995,0.917009103,0.92318556,0.966883547,0.947251408,0.968252637,881,11
164,Estate,"[32,16]",0.938229755,0.927579791,0.919150719,0.923077216,0.9632021,0.948814651,0.968572317,892,0
394,Pharm3D-Gobbi,"[256,64]",0.938229755,0.927603651,0.919566091,0.923062265,0.962673021,0.954915978,0.971266528,876,16
503,ScaffoldKeys,"[32,4]",0.938229755,0.930378378,0.91635541,0.922657926,0.966891836,0.944410269,0.964285804,819,73
32,CATS 2D,"[256,16]",0.93747646,0.923776135,0.922644864,0.922899046,0.956883547,0.945357199,0.965803484,842,50
36,CATS 2D,"[256,64,16]",0.93747646,0.924113875,0.921834122,0.922736545,0.95793756,0.943797438,0.966429253,873,19
46,CATS 2D,"[128,64,32]",0.93747646,0.925261424,0.920625939,0.922574977,0.959512364,0.933844918,0.962057473,840,52
271,MACCS,"[128,64,16]",0.937099812,0.926022268,0.918577428,0.921499493,0.961154856,0.944527435,0.965111111,887,5
273,MACCS,"[64,32]",0.937099812,0.928666772,0.915748031,0.921055815,0.964829396,0.951329772,0.968180227,880,12
306,Mordred,"[32,16,8]",0.937099812,0.927330397,0.91655643,0.921444637,0.963779528,0.953308767,0.976941382,728,164
401,Pharm3D-Gobbi,"[512,256]",0.937099812,0.927953273,0.917596455,0.921565132,0.962689598,0.955289882,0.972269702,873,19
411,Pharm3D-Gobbi,"[128,64,16]",0.937099812,0.922986355,0.923981955,0.922580729,0.954268545,0.95533769,0.971260454,870,22
488,ScaffoldKeys,"[512,256,128]",0.937099812,0.928770047,0.914358444,0.921036002,0.966889073,0.953419289,0.974249465,881,11
37,CATS 2D,"[512,256]",0.936723164,0.927503797,0.915677305,0.920807262,0.964246443,0.947668277,0.968480017,854,38
29,CATS 2D,"[256,128]",0.936346516,0.92433283,0.918660988,0.921051732,0.959520652,0.935444783,0.964124941,846,46
30,CATS 2D,"[256,64]",0.935969868,0.922983526,0.919556338,0.920703289,0.957408482,0.94599619,0.968191257,861,31
275,MACCS,"[64,32,16]",0.93559322,0.925983752,0.913485564,0.91919512,0.964304462,0.946312551,0.965219598,812,80
279,MACCS,"[32,4]",0.93559322,0.926984338,0.912677165,0.919104378,0.965354331,0.931703404,0.959384077,886,6
420,Pharm3D-Gobbi,"[16,8]",0.93559322,0.930056737,0.91216938,0.919331835,0.966369664,0.956670176,0.973466461,879,13
48,CATS 2D,"[128,32,16]",0.935216573,0.924298862,0.916232912,0.919479956,0.960033154,0.933838127,0.962542782,855,37
276,MACCS,"[32,16]",0.935216573,0.926338529,0.912010499,0.918604374,0.965354331,0.943456743,0.964708661,892,0
400,Pharm3D-Gobbi,"[256,64,16]",0.935216573,0.923329351,0.916669818,0.91932999,0.959520652,0.955495615,0.971439478,875,17
31,CATS 2D,"[256,32]",0.934839925,0.923386401,0.915202201,0.918872951,0.960567758,0.949102753,0.966506643,855,37
39,CATS 2D,"[512,64]",0.934463277,0.9251047,0.911705177,0.917763124,0.964249206,0.946181775,0.966320408,852,40
168,Estate,"[16,8]",0.934463277,0.922886815,0.914507392,0.918388361,0.960573284,0.94089062,0.965344693,667,225
34,CATS 2D,"[256,128,32]",0.934086629,0.921780849,0.916225348,0.918090591,0.957404338,0.94333293,0.965062481,848,44
