Index,Model,Network,ACC,Precision,Recall,F1,Specificity,AP,AUC,ACD990 N,ACD990 P
42,CATS 2D,"[512,128,64]",0.934086629,0.921994766,0.915834122,0.918125199,0.95793756,0.9424199,0.962509596,841,51
50,CATS 2D,"[64,16]",0.934086629,0.920360903,0.917474648,0.918413066,0.955832297,0.930675194,0.96266897,870,22
52,CATS 2D,"[32,16]",0.934086629,0.922128049,0.915064497,0.918186871,0.958994336,0.936680042,0.964541979,874,18
278,MACCS,"[32,16,8]",0.934086629,0.921639769,0.914456693,0.917869988,0.959580052,0.940369268,0.963333333,892,0
43,CATS 2D,"[128,64]",0.933709981,0.921435937,0.915180281,0.917724072,0.957927891,0.939948897,0.965324064,858,34
405,Pharm3D-Gobbi,"[512,256,64]",0.933709981,0.922124971,0.914808517,0.917481547,0.958473546,0.951765594,0.968673478,873,19
33,CATS 2D,"[256,128,64]",0.932956685,0.922831539,0.910646058,0.916171008,0.962139798,0.939491934,0.961452889,849,43
418,Pharm3D-Gobbi,"[32,16,8]",0.932956685,0.923915436,0.909489623,0.91599011,0.963729797,0.945860992,0.970150399,873,19
38,CATS 2D,"[512,128]",0.932580038,0.922013707,0.910803798,0.915477404,0.961095455,0.943707683,0.968433597,837,55
49,CATS 2D,"[64,32]",0.932580038,0.919129585,0.91442048,0.916455435,0.956364139,0.939252881,0.965606196,879,13
54,CATS 2D,"[32,16,8]",0.932580038,0.919623726,0.914017933,0.916482917,0.956883547,0.925443769,0.957702629,866,26
504,ScaffoldKeys,"[16,8]",0.932580038,0.922676517,0.909622105,0.915615163,0.962670258,0.938732446,0.961570785,885,7
45,CATS 2D,"[128,16]",0.93220339,0.917668774,0.916524975,0.916313603,0.952670258,0.936443161,0.963021023,869,23
51,CATS 2D,"[64,32,16]",0.93220339,0.922294777,0.909346663,0.915336081,0.962137036,0.939123777,0.962022098,864,28
41,CATS 2D,"[512,256,64]",0.931450094,0.921014016,0.909194062,0.914371407,0.960569139,0.942793448,0.964176229,864,28
277,MACCS,"[32,8]",0.931450094,0.920596394,0.908981627,0.914053049,0.960629921,0.942526676,0.963865267,879,13
35,CATS 2D,"[256,64,32]",0.930696798,0.914934152,0.91549649,0.914654359,0.950569139,0.940487261,0.966445152,864,28
44,CATS 2D,"[128,32]",0.929190207,0.914395528,0.912429348,0.912508555,0.951092692,0.93363399,0.963167991,877,15
56,CATS 2D,"[16,8]",0.929190207,0.91772908,0.907244854,0.911784044,0.957933416,0.920446509,0.959470357,733,159
47,CATS 2D,"[128,64,16]",0.928813559,0.916117521,0.908561102,0.911377752,0.955303219,0.943245948,0.96447271,861,31
40,CATS 2D,"[512,256,128]",0.927683616,0.917392389,0.902984575,0.909136298,0.960044205,0.938460796,0.960864437,875,17
53,CATS 2D,"[32,8]",0.92693032,0.913281262,0.90646106,0.909296397,0.953725653,0.924051975,0.959632579,855,37
280,MACCS,"[16,8]",0.92693032,0.917424028,0.900173228,0.90782459,0.96167979,0.934747654,0.957737533,890,2
55,CATS 2D,"[32,4]",0.925800377,0.913798555,0.902092026,0.907357837,0.956890454,0.90414389,0.952771884,852,40
564,USRCAT,"[256,16]",0.907721281,0.898549351,0.870629367,0.882569621,0.956366902,0.897689044,0.939923416,869,23
561,USRCAT,"[256,128]",0.906967985,0.894906347,0.871699426,0.882065337,0.953209007,0.897550408,0.93962671,869,23
570,USRCAT,"[512,128]",0.906591337,0.897026916,0.869075374,0.880676055,0.955846111,0.899470804,0.937312477,875,17
562,USRCAT,"[256,64]",0.905461394,0.891424864,0.872265665,0.880811196,0.94900815,0.901498875,0.939507775,867,25
579,USRCAT,"[128,64,16]",0.905461394,0.895946158,0.867069848,0.87946067,0.95583506,0.892785102,0.935694382,879,13
571,USRCAT,"[512,64]",0.905084746,0.894270868,0.869236722,0.879515676,0.952168808,0.896304338,0.939425714,868,24
565,USRCAT,"[256,128,64]",0.904708098,0.898873027,0.86294493,0.87743063,0.959523415,0.895566583,0.935093033,865,27
566,USRCAT,"[256,128,32]",0.90433145,0.894470285,0.865891912,0.877909111,0.954794861,0.895893827,0.937258461,871,21
563,USRCAT,"[256,32]",0.903578154,0.893473768,0.864524911,0.877009227,0.954789336,0.895278268,0.938197691,867,25
575,USRCAT,"[128,64]",0.903578154,0.891182075,0.866940167,0.877451638,0.951628678,0.893626285,0.937785345,869,23
577,USRCAT,"[128,16]",0.903201507,0.889828066,0.867869184,0.877538748,0.949522033,0.892835056,0.935279813,873,19
578,USRCAT,"[128,64,32]",0.903201507,0.889839341,0.867870986,0.877612437,0.949534466,0.889291943,0.934961444,874,18
582,USRCAT,"[64,16]",0.902448211,0.89072233,0.864940858,0.875998006,0.951630059,0.889939497,0.935773876,875,17
576,USRCAT,"[128,32]",0.902071563,0.887494144,0.867472047,0.876403827,0.947420914,0.892876969,0.939041541,875,17
567,USRCAT,"[256,64,32]",0.901694915,0.890018523,0.86445746,0.875255587,0.950592623,0.89311089,0.93525054,873,19
580,USRCAT,"[128,32,16]",0.901318267,0.889742599,0.86256453,0.874360136,0.952157757,0.885820245,0.934485462,878,14
569,USRCAT,"[512,256]",0.90094162,0.892561412,0.859517927,0.873037051,0.955318414,0.898313775,0.937995473,867,25
572,USRCAT,"[512,256,128]",0.900188324,0.891096581,0.86018724,0.872175273,0.952692361,0.893727067,0.937800599,874,18
583,USRCAT,"[64,32,16]",0.900188324,0.889932732,0.858944698,0.872309617,0.954260257,0.88455423,0.930393872,871,21
581,USRCAT,"[64,32]",0.899811676,0.887218663,0.861100941,0.872454522,0.950581572,0.895481804,0.937442521,876,16
573,USRCAT,"[512,256,64]",0.898305085,0.896812182,0.848865815,0.867207558,0.963206244,0.891954588,0.933656684,875,17
585,USRCAT,"[32,8]",0.898305085,0.889346611,0.85444595,0.869165276,0.955832297,0.878779739,0.927523859,856,36
574,USRCAT,"[512,128,64]",0.897928437,0.891911931,0.852572901,0.868150228,0.957419533,0.894292011,0.938748201,870,22
568,USRCAT,"[256,64,16]",0.897551789,0.884585079,0.85790961,0.869562634,0.949523415,0.889770926,0.935877313,867,25
584,USRCAT,"[32,16]",0.897551789,0.887630205,0.854719203,0.868667031,0.953729797,0.885038893,0.931686627,891,1
586,USRCAT,"[32,16,8]",0.89566855,0.884362493,0.85340038,0.866542567,0.951100981,0.883577517,0.929601582,850,42
587,USRCAT,"[32,4]",0.89039548,0.879298129,0.845723309,0.859392023,0.949009532,0.866817298,0.91793775,849,43
588,USRCAT,"[16,8]",0.889265537,0.878130962,0.843707301,0.857836378,0.949004006,0.863092155,0.922984878,817,75
86,Electroshape,"[256,64]",0.856120527,0.830741016,0.804969311,0.815480095,0.923236635,0.815721458,0.905457972,874,18
107,Electroshape,"[64,32,16]",0.855367232,0.833402044,0.798357928,0.812329838,0.930058019,0.804536758,0.894514512,892,0
95,Electroshape,"[512,64]",0.854990584,0.834059962,0.796099992,0.811166263,0.932164664,0.808413494,0.900775495,875,17
92,Electroshape,"[256,64,16]",0.854613936,0.831919007,0.799843509,0.812287708,0.926389004,0.815186957,0.905195882,874,18
93,Electroshape,"[512,256]",0.854613936,0.838928472,0.789036923,0.807615626,0.940581572,0.82234622,0.907770172,866,26
94,Electroshape,"[512,128]",0.854237288,0.835575889,0.791984175,0.808622666,0.93584473,0.807117421,0.898920832,872,20
105,Electroshape,"[64,32]",0.853483992,0.832180294,0.796613101,0.810450501,0.927945849,0.808145316,0.898412581,892,0
97,Electroshape,"[512,256,64]",0.853107345,0.833118407,0.791597939,0.807500302,0.933747755,0.802888554,0.898042968,869,23
99,Electroshape,"[128,64]",0.853107345,0.827804451,0.800016301,0.811785336,0.922699268,0.817545437,0.906436853,891,1
85,Electroshape,"[256,128]",0.852730697,0.828866135,0.796564537,0.809532968,0.926391767,0.817034826,0.904495774,869,23
90,Electroshape,"[256,128,32]",0.852354049,0.828450484,0.796723929,0.80930844,0.925341898,0.809675895,0.901436631,884,8
89,Electroshape,"[256,128,64]",0.851977401,0.833273758,0.788792574,0.805598122,0.934794861,0.809349661,0.90275382,872,20
100,Electroshape,"[128,32]",0.851600753,0.826463494,0.796949849,0.809168063,0.923224202,0.8051035,0.899432581,882,10
103,Electroshape,"[128,64,16]",0.851224105,0.829500678,0.791484266,0.806083878,0.929546899,0.805848731,0.898438082,883,9
87,Electroshape,"[256,32]",0.850847458,0.825784189,0.79562838,0.807893748,0.923221439,0.809128076,0.901896568,871,21
98,Electroshape,"[512,128,64]",0.85047081,0.831361487,0.785758409,0.803143563,0.935322558,0.802162953,0.897361066,862,30
91,Electroshape,"[256,64,32]",0.850094162,0.826622015,0.791516707,0.805404798,0.926909794,0.804106797,0.898677601,870,22
96,Electroshape,"[512,256,128]",0.849340866,0.830021324,0.784144678,0.801498932,0.934805912,0.798771491,0.894692688,868,24
102,Electroshape,"[128,64,32]",0.849340866,0.821935384,0.797385412,0.807727275,0.917437491,0.810044647,0.902122755,877,15
104,Electroshape,"[128,32,16]",0.847834275,0.826041407,0.785880177,0.801523452,0.929005387,0.801938525,0.896085366,873,19
101,Electroshape,"[128,16]",0.847080979,0.820580946,0.791003404,0.803075293,0.920594005,0.792733362,0.894661586,882,10
88,Electroshape,"[256,16]",0.846327684,0.820639211,0.78807742,0.801303212,0.922697886,0.794829341,0.895237477,881,11
106,Electroshape,"[64,16]",0.843691149,0.820703583,0.781355397,0.795892488,0.925315651,0.792418054,0.893700643,883,9
109,Electroshape,"[32,8]",0.84180791,0.822128334,0.771654224,0.790256848,0.933736704,0.777852914,0.88491894,885,7
108,Electroshape,"[32,16]",0.840301318,0.820797169,0.769776915,0.78769462,0.932684072,0.775979394,0.886576694,892,0
110,Electroshape,"[32,16,8]",0.838418079,0.815669672,0.772078498,0.787852561,0.925322558,0.776524093,0.886459089,891,1
111,Electroshape,"[32,4]",0.838418079,0.818604248,0.766864209,0.784808102,0.932174333,0.75503958,0.867190554,751,141
112,Electroshape,"[16,8]",0.829378531,0.806169521,0.752137236,0.771091326,0.930596768,0.75278026,0.871710343,860,32
